fixture_id,time_elapsed,time_extra,team_id,team_name,player_id,player_name,assist_id,assist_name,type,detail,comments,ingestion_date,source_file
1208522,61,,529,Barcelona,396623,Pau Cubarsí,396624.0,Sergi Domínguez,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,61,,529,Barcelona,329728,Marc Casadó,619.0,Eric García,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,61,,529,Barcelona,133609,Pedri,340626.0,Fermín López,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,62,,720,Valladolid,46979,Iván Sánchez,343205.0,Mario Martín,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,64,,529,Barcelona,1496,Raphinha,521.0,R. Lewandowski,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,72,,529,Barcelona,1496,Raphinha,386828.0,Lamine Yamal,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,73,,529,Barcelona,521,R. Lewandowski,931.0,Ferran Torres,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,74,,720,Valladolid,107153,Kike Pérez,,,Card,Yellow Card,Argument,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,82,,529,Barcelona,1323,Dani Olmo,931.0,Ferran Torres,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,83,,529,Barcelona,1323,Dani Olmo,285909.0,Pablo Torre,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,84,,720,Valladolid,343205,Mario Martin,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,85,,529,Barcelona,931,Ferran Torres,1496.0,Raphinha,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,88,,720,Valladolid,107153,Kike Pérez,72048.0,C. Özkacar,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208522,88,,720,Valladolid,264470,Raúl Moro,181463.0,Víctor Meseguer,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208522_events.json
1208523,22,,546,Getafe,119742,Juan Iglesias,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,27,,548,Real Sociedad,47440,Brais Méndez,47317.0,Barrenetxea,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,46,,548,Real Sociedad,47314,Zubeldia,405073.0,Jon Martín,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,59,,548,Real Sociedad,199044,J. Aramburu,182636.0,Javi López,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,60,,548,Real Sociedad,32862,T. Kubo,37938.0,S. Becker,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,66,,548,Real Sociedad,2202,H. Traoré,47303.0,Aihen Muñoz,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,66,,548,Real Sociedad,31406,U. Sadiq,61774.0,O. Óskarsson,subst,Substitution 6,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,67,,546,Getafe,67955,Carles Pérez,47258.0,M. Arambarri,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,67,,546,Getafe,325415,N. Aberdin,143.0,Carles Aleñá,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,78,,546,Getafe,68483,B. Yıldırım,270516.0,P. González,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,85,,546,Getafe,47306,Álex Sola,293297.0,J. Patrick,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,90,4.0,548,Real Sociedad,47303,Aihen Muñoz,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208523,90,,546,Getafe,403554,C. Uche,364415.0,Yellu Santiago,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208523_events.json
1208524,24,,532,Valencia,47264,Hugo Duro,,,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,39,,532,Valencia,47264,Hugo Duro,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,42,,533,Villarreal,184226,Yéremy Pino,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,45,4.0,533,Villarreal,18906,Ayoze Pérez,47541.0,Santi Comesaña,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,46,,533,Villarreal,928,Dani Parejo,290740.0,I. Akhomach,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,50,,533,Villarreal,20696,Pape Gueye,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,51,,532,Valencia,47463,Pepelu,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,62,,532,Valencia,919,Hugo Guillamón,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,68,,533,Villarreal,20696,Pape Gueye,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,68,,533,Villarreal,20696,Pape Gueye,,,Card,Red Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,69,,532,Valencia,162175,Jesús Vázquez,47251.0,D. Foulquier,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,69,,532,Valencia,919,Hugo Guillamón,47013.0,Rafa Mir,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,69,,533,Villarreal,184226,Yeremy Pino,187987.0,Ramon Terrats,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,77,,533,Villarreal,18794,Kiko Femenía,,,Card,Yellow Card,Time wasting,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,77,,533,Villarreal,18906,Ayoze Pérez,258.0,Juan Bernat,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,82,,532,Valencia,41157,André Almeida,315699.0,Javi Guerra,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,82,,532,Valencia,46933,Luis Rioja,19352.0,Sergi Canós,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208524,83,,533,Villarreal,314,Raúl Albiol,,,Card,Yellow Card,Time wasting,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208524_events.json
1208525,8,,542,Alaves,187214,Carlos Vicente,46740.0,Stoichkov,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,32,,542,Alaves,104821,Jon Guridi,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,40,,542,Alaves,51241,Tomás Conechny,,,Var,Goal cancelled,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,45,,542,Alaves,51241,Tomás Conechny,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,46,,534,Las Palmas,122230,Manu Fuster,182519.0,Alberto Moleiro,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,58,,534,Las Palmas,2671,Jaime Mata,47324.0,Sandro Ramírez,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,58,,534,Las Palmas,46854,Viti Rozada,162026.0,Marvin Park,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,64,,542,Alaves,51241,T. Conechny,324750.0,Carlos Martín,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,64,,542,Alaves,47396,Kike García,47181.0,Toni Martínez,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,64,,534,Las Palmas,47464,José Campaña,21709.0,E. Loiodice,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,70,,542,Alaves,46740,Stoichkov,47309.0,Ander Guevara,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,77,,534,Las Palmas,70315,Kirian Rodríguez,47393.0,Marc Cardona,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,78,,542,Alaves,47181,Toni Martínez,,,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,82,,542,Alaves,187214,Carlos Vicente,263812.0,L. Romero,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,82,,542,Alaves,104821,Jon Guridi,162170.0,Hugo Novoa,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,83,,542,Alaves,46813,Abdelkabir Abqar,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208525,90,4.0,542,Alaves,263812,Luka Romero,,,Goal,Missed Penalty,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208525_events.json
1208526,33,,798,Mallorca,26302,Pablo Maffeo,107194.0,Antonio Sánchez,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,43,,798,Mallorca,46742,Dani Rodríguez,50048.0,V. Muriqi,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,46,,537,Leganes,1708,Dani Raba,185202.0,Juan Cruz,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,46,,537,Leganes,2060,M. El Haddadi,129657.0,Enric Franquesa,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,46,,537,Leganes,2433,R. Tapia,41976.0,Y. Neyou,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,57,,537,Leganes,162122,Adrià Alti,21701.0,V. Rosier,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,57,,537,Leganes,47416,Óscar Rodríguez,302051.0,S. Cissé,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,62,,798,Mallorca,482473,Marc Domenech,84086.0,Robert Navarro,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,67,,537,Leganes,46849,Javi Hernández,47494.0,Miguel de la Fuente,subst,Substitution 6,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,72,,798,Mallorca,25375,T. Asano,47336.0,Darder,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,72,,798,Mallorca,920,Toni Lato,64268.0,J. Mojica,subst,Substitution 4,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,77,,798,Mallorca,1701,Manu Morlanes,,,Card,Yellow Card,Argument,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,84,,798,Mallorca,46742,Dani Rodríguez,181582.0,Copete,subst,Substitution 5,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,84,,798,Mallorca,1701,Manu Morlanes,414.0,Omar Mascarell,subst,Substitution 6,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,85,,798,Mallorca,414,Omar Mascarell,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,89,,537,Leganes,41976,Yvan Neyou,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208526,90,2.0,798,Mallorca,84086,Robert Navarro,,,Card,Yellow Card,Foul,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208526_events.json
1208527,57,,543,Real Betis,1580,William Carvalho,133185.0,J. Cardoso,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,57,,543,Real Betis,47119,Aitor Ruibal,340279.0,Vitor Roque,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,59,,541,Real Madrid,762,Vinícius Júnior,,,Card,Yellow Card,Argument,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,65,,541,Real Madrid,733,Daniel Carvajal,,,Card,Yellow Card,Argument,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,65,,541,Real Madrid,748,Dani Ceballos,744.0,Brahim Díaz,subst,Substitution 1,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,65,,541,Real Madrid,653,F. Mendy,736.0,Fran García,subst,Substitution 2,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,67,,541,Real Madrid,278,K. Mbappé,756.0,F. Valverde,Goal,Normal Goal,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
1208527,72,,543,Real Betis,185477,Rodri,400948.0,Assane Diao,subst,Substitution 3,,2026-05-04,raw/api_football/fixture_events/2026-04-29/fixture_1208527_events.json
