player_id,player_name,first_name,last_name,age,nationality,height,weight,injured,photo,birth_date,birth_place,birth_country,team_id,team_name,league_id,league_name,league_country,season,position,rating,captain,appearances,lineups,minutes,subs_in,subs_out,subs_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,ingestion_date,source_file
47516,Aleix García,Aleix,García Serrano,28,Spain,173,68,False,https://media.api-sports.io/football/players/47516.png,1997-06-28,Ulldecona,Spain,547,Girona,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
64268,J. Mojica,Johan Andrés,Mojica Palacio,33,Colombia,185,66,False,https://media.api-sports.io/football/players/64268.png,1992-08-21,Cali,Colombia,727,Osasuna,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
64268,J. Mojica,Johan Andrés,Mojica Palacio,33,Colombia,185,66,False,https://media.api-sports.io/football/players/64268.png,1992-08-21,Cali,Colombia,533,Villarreal,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
64268,J. Mojica,Johan Andrés,Mojica Palacio,33,Colombia,185,66,False,https://media.api-sports.io/football/players/64268.png,1992-08-21,Cali,Colombia,798,Mallorca,140,La Liga,Spain,2024,Defender,6.763888,False,37.0,36.0,2753.0,1.0,,,12.0,3.0,1.0,0.0,2.0,,1183.0,40.0,,37.0,5.0,29.0,233.0,103.0,80.0,33.0,,24.0,18.0,5.0,,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
162547,T. Zidane,Theo,Zidane Fernández,23,France,196 cm,74 kg,False,https://media.api-sports.io/football/players/162547.png,2002-05-18,Marseille,France,541,Real Madrid,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
189997,Mario de Luis,Mario,de Luis Jiménez,23,Spain,185,75,False,https://media.api-sports.io/football/players/189997.png,2002-06-05,Madrid,Spain,541,Real Madrid,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
197448,Yan Couto,Yan,Bueno Couto,23,Brazil,168,60,False,https://media.api-sports.io/football/players/197448.png,2002-06-03,Curitiba,Brazil,547,Girona,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
206260,Lucas Cañizares,Lucas,Cañizares Conchello,23,Spain,188 cm,81 kg,False,https://media.api-sports.io/football/players/206260.png,2002-05-10,Valencia,Spain,541,Real Madrid,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
237174,Álvaro Carrillo,Álvaro,Carrillo Alacid,23,Spain,182 cm,72 kg,False,https://media.api-sports.io/football/players/237174.png,2002-04-06,Murcia,Spain,541,Real Madrid,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
266657,Sávio,Sávio,Moreira de Oliveira,21,Brazil,179,66,False,https://media.api-sports.io/football/players/266657.png,2004-04-10,São Mateus,Brazil,547,Girona,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
279792,Vinícius Tobias,Vinícius Augusto,Tobias da Silva,21,Brazil,177,67,False,https://media.api-sports.io/football/players/279792.png,2004-02-23,São Paulo,Brazil,541,Real Madrid,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
285909,Pablo Torre,Pablo,Torre Carral,22,Spain,173,65,False,https://media.api-sports.io/football/players/285909.png,2003-04-03,Santander,Spain,547,Girona,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
285909,Pablo Torre,Pablo,Torre Carral,22,Spain,173,65,False,https://media.api-sports.io/football/players/285909.png,2003-04-03,Santander,Spain,529,Barcelona,140,La Liga,Spain,2024,Midfielder,7.187500,False,10.0,4.0,308.0,6.0,4.0,32.0,4.0,4.0,3.0,0.0,1.0,,164.0,7.0,,5.0,,2.0,33.0,15.0,5.0,2.0,,7.0,4.0,0.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
330438,Edgar Pujol,Edgar Climent,Pujol Portorreal,21,Spain,177,70,False,https://media.api-sports.io/football/players/330438.png,2004-08-07,Sabadell,Spain,541,Real Madrid,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
334575,Diego Piñeiro,Diego,Piñeiro del Álamo,21,Spain,185 cm,69 kg,False,https://media.api-sports.io/football/players/334575.png,2004-02-13,Madrid,Spain,541,Real Madrid,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_1.json
176,E. Lamela,Erik Manuel,Lamela Cordero,33,Argentina,181,79,False,https://media.api-sports.io/football/players/176.png,1992-03-04,Florida,Argentina,536,Sevilla,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
385,Óliver Torres,Óliver,Torres Muñoz,31,Spain,178,70,False,https://media.api-sports.io/football/players/385.png,1994-11-10,Navalmoral de la Mata,Spain,536,Sevilla,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
738,Sergio Ramos,Sergio,Ramos García,39,Spain,184,82,False,https://media.api-sports.io/football/players/738.png,1986-03-30,Camas,Spain,536,Sevilla,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
897,M. Greenwood,Mason Will John,Greenwood,24,England,181,70,False,https://media.api-sports.io/football/players/897.png,2001-10-01,Bradford,England,546,Getafe,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
1920,N. Radonjić,Nemanja,Radonjić,29,Serbia,185,78,False,https://media.api-sports.io/football/players/1920.png,1996-02-15,Niš,Serbia,798,Mallorca,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
2671,Jaime Mata,Jaime,Mata Arnaiz,37,Spain,185 cm,79 kg,False,https://media.api-sports.io/football/players/2671.png,1988-10-24,Madrid,Spain,546,Getafe,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
2671,Jaime Mata,Jaime,Mata Arnaiz,37,Spain,185 cm,79 kg,False,https://media.api-sports.io/football/players/2671.png,1988-10-24,Madrid,Spain,534,Las Palmas,140,La Liga,Spain,2024,Attacker,6.503333,False,30.0,4.0,637.0,26.0,4.0,33.0,13.0,6.0,0.0,0.0,0.0,,176.0,3.0,,7.0,1.0,3.0,112.0,52.0,8.0,5.0,,14.0,20.0,9.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
22233,B. Soumaré,Boubakary,Soumaré,26,France,188,70,False,https://media.api-sports.io/football/players/22233.png,1999-02-27,Noisy-le-Sec,France,536,Sevilla,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
41973,Miguel Crespo,Miguel,Crespo da Silva,29,Portugal,186,73,False,https://media.api-sports.io/football/players/41973.png,1996-09-11,Lyon,France,728,Rayo Vallecano,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
46657,Nacho Vidal,Ignacio,Vidal Miralles,30,Spain,180,75,False,https://media.api-sports.io/football/players/46657.png,1995-01-24,Campello,Spain,798,Mallorca,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
46657,Nacho Vidal,Ignacio,Vidal Miralles,30,Spain,180,75,False,https://media.api-sports.io/football/players/46657.png,1995-01-24,Campello,Spain,727,Osasuna,140,La Liga,Spain,2024,Defender,6.380000,False,5.0,1.0,120.0,4.0,0.0,18.0,,,0.0,0.0,0.0,,35.0,,,2.0,,,16.0,8.0,2.0,2.0,,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
47416,Óscar Rodríguez,Óscar,Rodríguez Arnaiz,27,Spain,174 cm,67 kg,False,https://media.api-sports.io/football/players/47416.png,1998-06-28,Talavera de la Reina,Spain,546,Getafe,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
47416,Óscar Rodríguez,Óscar,Rodríguez Arnaiz,27,Spain,174 cm,67 kg,False,https://media.api-sports.io/football/players/47416.png,1998-06-28,Talavera de la Reina,Spain,537,Leganes,140,La Liga,Spain,2024,Midfielder,6.734482,False,29.0,12.0,1319.0,17.0,6.0,22.0,23.0,6.0,1.0,0.0,4.0,,490.0,19.0,,32.0,1.0,21.0,186.0,90.0,47.0,21.0,,25.0,19.0,6.0,0.0,1.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
47416,Óscar Rodríguez,Óscar,Rodríguez Arnaiz,27,Spain,174 cm,67 kg,False,https://media.api-sports.io/football/players/47416.png,1998-06-28,Talavera de la Reina,Spain,536,Sevilla,140,La Liga,Spain,2024,Midfielder,6.734482,False,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,4.0,,490.0,19.0,,32.0,1.0,21.0,186.0,90.0,47.0,21.0,,25.0,19.0,0.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
47527,S. Dimitrievski,Stole,Dimitrievski,32,North Macedonia,188,84,False,https://media.api-sports.io/football/players/47527.png,1993-12-25,Kumanovo,North Macedonia,728,Rayo Vallecano,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
47527,S. Dimitrievski,Stole,Dimitrievski,32,North Macedonia,188,84,False,https://media.api-sports.io/football/players/47527.png,1993-12-25,Kumanovo,North Macedonia,532,Valencia,140,La Liga,Spain,2024,Goalkeeper,6.350000,False,38.0,21.0,360.0,17.0,,,,,,6.0,0.0,6.0,108.0,,,,,,,,,,,,,1.0,,0.0,,,0.0,0.0,0.0,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
51051,J. Araujo,Julián Vicente,Araujo Zúñiga,24,Mexico,175,70,False,https://media.api-sports.io/football/players/51051.png,2001-08-13,Lompoc,USA,534,Las Palmas,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
51051,J. Araujo,Julián Vicente,Araujo Zúñiga,24,Mexico,175,70,False,https://media.api-sports.io/football/players/51051.png,2001-08-13,Lompoc,USA,529,Barcelona,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
107153,Kike Pérez,Enrique,Pérez Muñoz,28,Spain,184,80,False,https://media.api-sports.io/football/players/107153.png,1997-02-14,Gálvez,Spain,728,Rayo Vallecano,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
107153,Kike Pérez,Enrique,Pérez Muñoz,28,Spain,184,80,False,https://media.api-sports.io/football/players/107153.png,1997-02-14,Gálvez,Spain,720,Valladolid,140,La Liga,Spain,2024,Midfielder,6.789473,False,19.0,14.0,1198.0,5.0,12.0,6.0,14.0,5.0,2.0,0.0,0.0,,522.0,17.0,,37.0,4.0,7.0,160.0,78.0,20.0,8.0,,21.0,32.0,6.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
162028,Juanmi Latasa,Juan Miguel,Latasa Fernández Layos,24,Spain,192 cm,86 kg,False,https://media.api-sports.io/football/players/162028.png,2001-03-23,Madrid,Spain,546,Getafe,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
162028,Juanmi Latasa,Juan Miguel,Latasa Fernández Layos,24,Spain,192 cm,86 kg,False,https://media.api-sports.io/football/players/162028.png,2001-03-23,Madrid,Spain,720,Valladolid,140,La Liga,Spain,2024,Attacker,6.685714,False,28.0,14.0,1393.0,14.0,7.0,17.0,29.0,13.0,3.0,0.0,0.0,,254.0,13.0,,4.0,1.0,,255.0,135.0,15.0,8.0,,36.0,40.0,6.0,0.0,1.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
162028,Juanmi Latasa,Juan Miguel,Latasa Fernández Layos,24,Spain,192 cm,86 kg,False,https://media.api-sports.io/football/players/162028.png,2001-03-23,Madrid,Spain,541,Real Madrid,140,La Liga,Spain,2024,Attacker,6.685714,False,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,0.0,0.0,,254.0,13.0,,4.0,1.0,,255.0,135.0,15.0,8.0,,36.0,40.0,0.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
162123,I. Moriba,Moriba,Kourouma Kourouma,22,Guinea,165,73,False,https://media.api-sports.io/football/players/162123.png,2003-01-19,Conakry,Guinea,546,Getafe,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
162123,I. Moriba,Moriba,Kourouma Kourouma,22,Guinea,165,73,False,https://media.api-sports.io/football/players/162123.png,2003-01-19,Conakry,Guinea,538,Celta Vigo,140,La Liga,Spain,2024,Midfielder,6.948484,False,33.0,22.0,2129.0,11.0,8.0,14.0,26.0,12.0,1.0,0.0,1.0,,967.0,21.0,,67.0,4.0,13.0,290.0,164.0,36.0,15.0,,58.0,32.0,8.0,1.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
180560,H. Mejbri,Hannibal,Mejbri,22,Tunisia,177,74,False,https://media.api-sports.io/football/players/180560.png,2003-01-21,Ivry-sur-Seine,France,536,Sevilla,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
195923,José Ángel Carmona,José Ángel,Carmona Navarro,23,Spain,184,80,False,https://media.api-sports.io/football/players/195923.png,2002-01-29,El Viso del Alcor,Spain,546,Getafe,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
195923,José Ángel Carmona,José Ángel,Carmona Navarro,23,Spain,184,80,False,https://media.api-sports.io/football/players/195923.png,2002-01-29,El Viso del Alcor,Spain,536,Sevilla,140,La Liga,Spain,2024,Defender,6.871428,False,35.0,35.0,2954.0,0.0,13.0,0.0,15.0,4.0,0.0,0.0,0.0,,1440.0,19.0,,82.0,11.0,66.0,320.0,176.0,43.0,18.0,,43.0,49.0,11.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
288699,M. Perrone,Máximo,Perrone,22,Argentina,177,68,False,https://media.api-sports.io/football/players/288699.png,2003-01-07,Buenos Aires,Argentina,534,Las Palmas,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
311344,A. Véliz,Alejo,Véliz,22,Argentina,186,77,False,https://media.api-sports.io/football/players/311344.png,2003-09-19,Santa Fe,Argentina,536,Sevilla,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
311344,A. Véliz,Alejo,Véliz,22,Argentina,186,77,False,https://media.api-sports.io/football/players/311344.png,2003-09-19,Santa Fe,Argentina,540,Espanyol,140,La Liga,Spain,2024,Attacker,6.544000,False,27.0,10.0,1118.0,17.0,8.0,28.0,19.0,6.0,1.0,0.0,0.0,,185.0,2.0,,1.0,2.0,4.0,181.0,88.0,4.0,1.0,,33.0,20.0,3.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
350073,Marcos Fernández,Marcos,Fernández Cózar,22,Spain,176 cm,68 kg,False,https://media.api-sports.io/football/players/350073.png,2003-07-17,Andratx,Spain,798,Mallorca,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_2.json
614,C. Bravo,Claudio Andrés,Bravo Muñoz,42,Chile,184,84,False,https://media.api-sports.io/football/players/614.png,1983-04-13,Buin,Chile,543,Real Betis,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
763,Daniel Fuzato,Daniel,Cerantola Fuzato,28,Brazil,190,88,False,https://media.api-sports.io/football/players/763.png,1997-07-04,Santa Bárbara D'Oeste,Brazil,546,Getafe,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
925,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,29,Portugal,179,68,False,https://media.api-sports.io/football/players/925.png,1996-11-29,Benavente,Portugal,533,Villarreal,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
1117,K. Tierney,Kieran,Tierney,28,Scotland,178,70,False,https://media.api-sports.io/football/players/1117.png,1997-06-05,Douglas,Scotland,548,Real Sociedad,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
2063,André Silva,André Miguel,Valente da Silva,30,Portugal,185,84,False,https://media.api-sports.io/football/players/2063.png,1995-11-06,Gondomar,Portugal,548,Real Sociedad,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
8493,R. Yaremchuk,Roman,Yaremchuk,30,Ukraine,191,79,False,https://media.api-sports.io/football/players/8493.png,1995-11-27,Lviv,Ukraine,532,Valencia,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
8587,S. Amallah,Selim,Amallah,29,Morocco,186 cm,82 kg,False,https://media.api-sports.io/football/players/8587.png,1996-11-15,Hautrage,Belgium,532,Valencia,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
8587,S. Amallah,Selim,Amallah,29,Morocco,186 cm,82 kg,False,https://media.api-sports.io/football/players/8587.png,1996-11-15,Hautrage,Belgium,720,Valladolid,140,La Liga,Spain,2024,Midfielder,6.779166,False,24.0,18.0,1387.0,6.0,16.0,13.0,19.0,8.0,3.0,0.0,1.0,,369.0,13.0,,31.0,2.0,14.0,206.0,101.0,63.0,37.0,,28.0,32.0,6.0,0.0,0.0,,,1.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
43084,I. Hagi,Ianis,Hagi,27,Romania,182,74,False,https://media.api-sports.io/football/players/43084.png,1998-10-22,İstanbul,Türkiye,542,Alaves,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47299,Gorosabel,Andoni,Gorosabel Espinosa,29,Spain,174,70,False,https://media.api-sports.io/football/players/47299.png,1996-08-04,Arrasate,Spain,542,Alaves,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
